skill,salary
data analysis,93787.0
project management,93787.0
SDLC,93787.0
communication skills,93787.0
problem-solving skills,93787.0
business analysis,93787.0
data analysis,87500.0
statistics,87500.0
data visualization,87500.0
data storytelling,87500.0
product management,87500.0
forecasting,87500.0
growth hacking,87500.0
experimentation,87500.0
SQL,87500.0
Python,87500.0
ecommerce,151999.5
resource planning,151999.5
analytics,151999.5
user growth,151999.5
data analysis,151999.5
SQL,151999.5
Python,151999.5
communication skills,151999.5
organizational skills,151999.5
project management,151999.5
Data Analyst,54999.5
Data Analysis,54999.5
Quantitative Analysis,54999.5
Strategic Enhancements,54999.5
Insights,54999.5
Communication,54999.5
Data Visualization,54999.5
Statistical Research,54999.5
Data Governance,54999.5
Healthcare Data,54999.5
Machine Learning,214500.0
DevOps,214500.0
Python,214500.0
PyTorch,214500.0
RNN,214500.0
LSTM,214500.0
multiprocessing,214500.0
autoencoders,214500.0
transformers,214500.0
reinforcement learning,214500.0
data science,127500.0
statistical modeling,127500.0
machine learning,127500.0
Python,127500.0
SQL,127500.0
SnowFlake,127500.0
Git,127500.0
analytical skills,127500.0
business acumen,127500.0
problem-solving skills,127500.0
Data Engineer,145000.0
Python scripting,145000.0
geospatial data,145000.0
data pipelines,145000.0
geospatial analysis,145000.0
Python scripts,145000.0
database management,145000.0
data visualization,145000.0
collaboration,145000.0
documentation,145000.0
VMware NSX,147400.0
VMware Networking,147400.0
Security Virtualization,147400.0
vRA,147400.0
VSC,147400.0
communication skills,147400.0
network protocols,147400.0
virtualization technologies,147400.0
systems administration,147400.0
Red Hat Enterprise Linux,147400.0
Splunk,116160.0
implementing,116160.0
administering,116160.0
Splunk Enterprise Security,116160.0
writing Splunk queries,116160.0
SPL,116160.0
Certified Splunk Enterprise Administrator,116160.0
Certified Splunk Administrator,116160.0
analytical ability,116160.0
problem-solving skills,116160.0
data analysis,75500.0
quantitative analysis,75500.0
qualitative analysis,75500.0
enrollment management,75500.0
student recruiting,75500.0
admission,75500.0
retention,75500.0
financial aid,75500.0
performance benchmarking,75500.0
peer analysis,75500.0
Cyber Software Engineer,101000.0
Model-based Engineering,101000.0
DevSecOps,101000.0
Agile practices,101000.0
networking products,101000.0
electronic data processing systems,101000.0
technical standards,101000.0
Python,101000.0
JavaScript,101000.0
C++,101000.0
data analyst,95700.0
data,95700.0
insights,95700.0
structured data,95700.0
unstructured data,95700.0
data sets,95700.0
analysis,95700.0
visualization,95700.0
databases,95700.0
SQL,95700.0
Python,95700.0
R,95700.0
Microsoft Office Suite,95700.0
consulting skills,95700.0
technical requirements,95700.0
trends,95700.0
data visualization tools,95700.0
Qlik,95700.0
Tableau,95700.0
PowerBI,95700.0
d3.js,95700.0
data modeling,95700.0
dashboards,95700.0
data visualizations,95700.0
database systems,95700.0
programming languages,95700.0
federal government,95700.0
clearance,95700.0
Bachelor's degree,95700.0
Master's degree,95700.0
Cloud & AI,165200.0
CI/CD,165200.0
Commerce,165200.0
Sales,165200.0
Partner & Supply Chain,165200.0
Pre-sales,165200.0
Co-selling,165200.0
Post sales engagement,165200.0
Microsoft partner ecosystem,165200.0
Motivate partners,165200.0
Cloud supply chains,165200.0
Tech Lead,165200.0
Scalable services,165200.0
Supply Chain Order management,165200.0
Fulfillment,165200.0
DevOps,165200.0
Product managers,165200.0
Engineering team management,165200.0
Project management,165200.0
Supply chain domain knowledge,165200.0
Microsoft tech stack,165200.0
Technical leadership,165200.0
Complex engineering problems,165200.0
Communication skills,165200.0
programming fundamentals,95238.0
algorithms,95238.0
data structures,95238.0
Python,95238.0
C,95238.0
C++,95238.0
object-oriented design,95238.0
Linux-based development environments,95238.0
operating systems,95238.0
computer networking,95238.0
container principles,95238.0
Git-based source control,95238.0
golang,95238.0
JavaScript,95238.0
Dev-ops,95238.0
Docker,95238.0
Kubernetes,95238.0
analytical skills,95238.0
problem-solving skills,95238.0
initiative,95238.0
resourcefulness,95238.0
collaboration,95238.0
communication skills,95238.0
leadership experience,95238.0
enthusiasm,95238.0
Backend Software Engineer,153120.0
Python,153120.0
Cloud Engineering,153120.0
DevOps,153120.0
ML workflow orchestration,153120.0
Cloud services,153120.0
Container management,153120.0
Scripting language,153120.0
Infrastructure as code,153120.0
Google Cloud platform,153120.0
Agile practices,153120.0
Machine Learning frameworks,153120.0
Communication skills,153120.0
Organizational skills,153120.0
Problem-solving,153120.0
Coding practices,153120.0
GCP processing,153120.0
Machine Learning,153120.0
C++,92000.0
C++98,92000.0
Modern C++,92000.0
industrial control system automation,92000.0
Real-time embedded system software,92000.0
Multi-threaded software,92000.0
Visual studio,92000.0
Git,92000.0
C#,92000.0
Python,92000.0
backend development,142432.5
Java,142432.5
Golang,142432.5
Python,142432.5
Scala,142432.5
C++,142432.5
data structure,142432.5
algorithm design,142432.5
networking,142432.5
data security,142432.5
highly scalable systems design,142432.5
MySQL,142432.5
Redis,142432.5
Kafka,142432.5
software coding,142432.5
mobile/web applications,142432.5
collaboration,142432.5
teamwork,142432.5
data analysis,92000.0
customer retention,92000.0
segmentation,92000.0
measurement frameworks,92000.0
business performance,92000.0
opportunity identification,92000.0
presentations,92000.0
statistics,92000.0
SQL,92000.0
Tableau,92000.0
programming languages,200000.0
Python,200000.0
Unix command line,200000.0
SQL queries,200000.0
database performance tuning,200000.0
troubleshooting,200000.0
relational databases,200000.0
PostgreSQL,200000.0
Oracle,200000.0
big data technologies,200000.0
system design,200000.0
architecture,200000.0
cloud based technologies,200000.0
container based technologies,200000.0
Graph databases,200000.0
GraphQL,200000.0
software development,24999.5
programming languages,24999.5
agile,24999.5
waterfall,24999.5
software development tools,24999.5
cloud computing,24999.5
analytical skills,24999.5
problem-solving skills,24999.5
communication skills,24999.5
web development,24999.5
electrical engineering,66240.0
analog circuits,66240.0
digital circuits,66240.0
power circuits,66240.0
communication circuits,66240.0
laboratory equipment,66240.0
critical thinking,66240.0
problem solving,66240.0
hardware testing,66240.0
communication skills,66240.0
IT support,145466.5
management,145466.5
customer service,145466.5
organizational,145466.5
prioritization,145466.5
multitasking,145466.5
communication,145466.5
leadership,145466.5
Windows,145466.5
Mac,145466.5
networking,145466.5
collaboration tools,145466.5
asset auditing,145466.5
project management,145466.5
IDF,145466.5
MDF,145466.5
NOC,145466.5
problem-solving,145466.5
interpersonal,145466.5
self-service IT resources,145466.5
AV equipment,145466.5
technical documentation,145466.5
hardware/software/network training,145466.5
scripting/automation,145466.5
inclusivity,145466.5
diversity,145466.5
reasonable accommodations,145466.5
Data Engineer,116160.0
Contractor,116160.0
Data Science,116160.0
Data Analytics,116160.0
IT,116160.0
Data Systems,116160.0
Data Sources,116160.0
Data Architecture,116160.0
Data Engineering,116160.0
Databases,116160.0
ETL,116160.0
SQL,116160.0
NoSQL,116160.0
Python,116160.0
Pandas,116160.0
PySpark,116160.0
SQL Alchemy,116160.0
pydantic,116160.0
Data Engineer,164500.0
Data Infrastructure,164500.0
Data Products,164500.0
Data Ingestion,164500.0
ETL,164500.0
Apache Airflow,164500.0
Snowflake,164500.0
Python,164500.0
SQL,164500.0
Technical Teams,164500.0
SAS/Python,125500.0
SQL,125500.0
Tableau,125500.0
Excel,125500.0
data management,125500.0
data analysis,125500.0
reporting,125500.0
database,125500.0
business intelligence,125500.0
statistics,125500.0
programming,86093.76
data management,86093.76
coding,86093.76
designing,86093.76
implementing,86093.76
debugging,86093.76
workflow analysis,86093.76
user-oriented solutions,86093.76
business analysis,86093.76
problem-solving,86093.76
monitoring,44500.0
documentation,44500.0
support,44500.0
data analysis,44500.0
mapping,44500.0
scripting,44500.0
GIS software,44500.0
data organization,44500.0
data visualization,44500.0
attention to detail,44500.0
software engineer,114100.0
developer,114100.0
customer-focused,114100.0
collaborative,114100.0
programming languages,114100.0
C#,114100.0
TypeScript,114100.0
JavaScript,114100.0
Python,114100.0
debugging,114100.0
Application Development,135000.0
Technical Direction,135000.0
Custom Development,135000.0
Integrations,135000.0
Software Architecture,135000.0
Coding Standards,135000.0
Responsive UI Design,135000.0
Cloud Development,135000.0
3rd Party Integrations,135000.0
Technical Assessment,135000.0
Data science,42810.24
Java full stack,42810.24
training,42810.24
OPT-EAD VISA,42810.24
VISA holder,42810.24
data science engineer,42810.24
Full stack java developer,42810.24
training program,42810.24
career growth,42810.24
H1b visa transfer,42810.24
networking,66528.0
systems administration,66528.0
troubleshooting,66528.0
TCP/IP,66528.0
DNS,66528.0
DHCP,66528.0
VLANs,66528.0
VPN,66528.0
scripting languages,66528.0
cryptocurrency mining,66528.0
Linux operating systems,66528.0
cloud technologies,66528.0
electro-optical sensing,115000.0
hardware requirements,115000.0
software requirements,115000.0
performance analyses,115000.0
prototype development,115000.0
proposal writing,115000.0
instrument development,115000.0
data analysis algorithms,115000.0
optical design software,115000.0
programming in C/C++,115000.0
data analysis,132166.0
risk management,132166.0
data storytelling,132166.0
SQL,132166.0
Python,132166.0
social media analytics,132166.0
data mining,132166.0
machine learning,132166.0
critical thinking,132166.0
communication skills,132166.0
Full-Stack.Net Developer,110000.0
web development,110000.0
data science,110000.0
machine learning,110000.0
Python,110000.0
C++,110000.0
C#,110000.0
cloud services,110000.0
AWS,110000.0
Microsoft Azure,110000.0
.NET environment,110000.0
ASP.NET,110000.0
Entity Framework,110000.0
.NET Core,110000.0
HTML,110000.0
CSS,110000.0
JS,110000.0
SQL,110000.0
CS,110000.0
Mathematics,110000.0
data analysis,149508.5
trend analysis,149508.5
data interpretation,149508.5
insights generation,149508.5
SQL,149508.5
communication skills,149508.5
time management,149508.5
passion for social media,149508.5
Python/R,149508.5
live streaming experience,149508.5
Customer Success,170000.0
Project Management,170000.0
Sales,170000.0
Integrations Management Consulting,170000.0
Payments,170000.0
Fintech,170000.0
Gaming Industry,170000.0
Data Analysis,170000.0
Team Management,170000.0
CRM Skills,170000.0
Software Development,83424.0
Java,83424.0
Spring,83424.0
ATG,83424.0
Linux/Unix,83424.0
RDBMS,83424.0
Spring Boot,83424.0
WebLogic,83424.0
Apache/Nginx,83424.0
Designing/Developing/Supporting high volume applications,83424.0
Scripting (Shell,83424.0
Python),83424.0
Version control tools,83424.0
Agile team,83424.0
Release Automation Engineering,83424.0
Frontend and backend application development,83424.0
Troubleshooting,83424.0
Monitoring tools,83424.0
SQL,110000.0
PowerBI,110000.0
data analysis,110000.0
underwriting,110000.0
documentation,110000.0
communication,110000.0
Microsoft Office Suite,110000.0
Python,110000.0
verbal communication,110000.0
written communication,110000.0
Signals Intelligence,95700.0
SIGINT,95700.0
Electronic Intelligence,95700.0
ELINT,95700.0
FADE,95700.0
MIST,95700.0
Data Analysis,95700.0
Geospatial Intelligence,95700.0
ArcGIS,95700.0
Python Programming,95700.0
engineering,49755.0
surveying,49755.0
coordinate geometry,49755.0
geography,49755.0
Esri ArcGIS,49755.0
research methods,49755.0
geographic mapping,49755.0
cartography,49755.0
mathematics,49755.0
statistics,49755.0
security threat detection,140000.0
engineering discipline,140000.0
detection and response automation,140000.0
working with others,140000.0
investigate and respond to alerts,140000.0
integration strategies,140000.0
forensic analysis,140000.0
verbal communication skills,140000.0
project planning skills,140000.0
Python development,140000.0
networking fundamentals,140000.0
statistical analyses,42240.0
survey data,42240.0
behavioral data,42240.0
physiological data,42240.0
text data,42240.0
critical thinking,42240.0
organizational skills,42240.0
communication skills,42240.0
time management skills,42240.0
programming,42240.0
developing,163680.0
full-stack engineers,163680.0
app,163680.0
code development,163680.0
code design,163680.0
full-stack software development,163680.0
next.js,163680.0
material ui,163680.0
styled components,163680.0
videojs,163680.0
graphql,163680.0
web/app development,163680.0
media,163680.0
video,163680.0
podcast background,163680.0
programming,163680.0
designing architecture,163680.0
python,163680.0
javascript,163680.0
react,163680.0
css development,163680.0
data analysis,55000.0
data summaries,55000.0
statistical analyses,55000.0
process improvement,55000.0
faculty interaction,55000.0
staff interaction,55000.0
administration interaction,55000.0
quantitative research,55000.0
qualitative research,55000.0
research design,55000.0
Satellite Imagery Analysis,74976.0
Remote Sensing,74976.0
Image Annotation,74976.0
Statistical Analysis,74976.0
Maxar Imagery Processing,74976.0
Wildlife Detection,74976.0
Aerial Surveys,74976.0
Geospatial Software,74976.0
Programming Languages,74976.0
Machine Learning,74976.0
data scientist,145500.0
ORSA,145500.0
cyberspace,145500.0
modeling,145500.0
measuring techniques,145500.0
Python,145500.0
machine learning,145500.0
natural language processing,145500.0
network analysis,145500.0
data science packages,145500.0
Business Intelligence,112699.0
Data Analyst,112699.0
BI software,112699.0
database integration,112699.0
data lakes,112699.0
data warehouses,112699.0
BI solutions,112699.0
reporting solutions,112699.0
data processes,112699.0
technology optimization,112699.0
PensionPro,95000.0
implementing best practices,95000.0
training,95000.0
mass launches,95000.0
staying up to date,95000.0
PensionPro templates,95000.0
email blasts,95000.0
PensionPro invoices,95000.0
PensionPro experience,95000.0
knowledge of PensionPro features,95000.0
API knowledge,95000.0
DB/DC annual administration,95000.0
project management,95000.0
communication skills,95000.0
time management,95000.0
research skills,95000.0
training design and implementation,95000.0
Microsoft Office Suite proficiency,95000.0
self-learning,95000.0
Bachelor's degree,95000.0
Signal Processing,144000.0
Image Processing,144000.0
Radar,144000.0
Engineering,144000.0
Matlab,144000.0
Python,144000.0
C/C++,144000.0
Mathematics,144000.0
Statistics,144000.0
Algorithms,144000.0
Data Engineer,103511.2
ETL,103511.2
Microsoft SQL Server Integration Services,103511.2
Azure Data Factory,103511.2
Synapse Analytics,103511.2
AzData Bricks,103511.2
PySpark ETL,103511.2
Data Warehouse,103511.2
Dimensional Modeling,103511.2
Database Performance Management,103511.2
Backend Engineer,160200.0
Multi-Product Platform,160200.0
Marketplace,160200.0
Deployment Dashboard,160200.0
customer integrations,160200.0
platform development,160200.0
features,160200.0
services,160200.0
infrastructure systems,160200.0
product minded engineer,160200.0
Data Modernization,120000.0
Data Management,120000.0
Data Analysis,120000.0
Health Informatics,120000.0
Behavioral Science,120000.0
Data Manipulation,120000.0
Data Visualization,120000.0
Python,120000.0
R,120000.0
SAS,120000.0
Python programming,93500.0
object-relational mapping,93500.0
server-side logic,93500.0
scalable code,93500.0
testing,93500.0
debugging,93500.0
back-end development,93500.0
client feature prioritization,93500.0
data storage integration,93500.0
front-end coordination,93500.0
Artificial Intelligence,133900.0
Learning Strategist,133900.0
Data Science,133900.0
AI,133900.0
Training,133900.0
Instructional Design,133900.0
Learning Programs,133900.0
Performance Support Tools,133900.0
Multimedia Technologies,133900.0
Gamification,133900.0
web development,55000.0
Python programming,55000.0
Agile/SCRUM,55000.0
Django,55000.0
communication,55000.0
developing,55000.0
deploying,55000.0
knowledge,55000.0
teamwork,55000.0
in person,55000.0
Software Engineer,126550.0
software development,126550.0
code review,126550.0
testing,126550.0
bug fixing,126550.0
communication,126550.0
programming languages,126550.0
analytical skills,126550.0
problem-solving skills,126550.0
client-side frameworks,126550.0
Python,30624.0
software development,30624.0
programming,30624.0
project management,30624.0
backend development,30624.0
frontend development,30624.0
code scalability,30624.0
mentoring,30624.0
software quality,30624.0
communication,30624.0
Computational Ecologist,78500.0
data analysis,78500.0
spatial data,78500.0
non-spatial data,78500.0
research,78500.0
geospatial tools,78500.0
scientific communication,78500.0
cross functional teams,78500.0
peer reviewed publications,78500.0
R or Python coding,78500.0
software engineer,218000.0
programming languages,218000.0
Python,218000.0
Java,218000.0
storage systems,218000.0
PostgreSQL,218000.0
DynamoDB,218000.0
backend systems,218000.0
communication,218000.0
collaboration,218000.0
data management,66686.4
data collection,66686.4
clinical data abstraction,66686.4
record systems maintenance,66686.4
project reporting,66686.4
data analysis,66686.4
data manipulation,66686.4
model building,66686.4
exploratory data analysis,66686.4
code testing and validation,66686.4
Python,120850.0
C++,120850.0
ActionScript 3,120850.0
Sim behaviors,120850.0
data-driven framework,120850.0
technical design documents,120850.0
performance and memory usage,120850.0
technical problem-solving,120850.0
Computer Science,120850.0
Software Engineering,120850.0
Product Development,76000.0
Software Development,76000.0
User-centered Design,76000.0
Salesforce,76000.0
Front-end Technologies,76000.0
HTML,76000.0
CSS,76000.0
JavaScript,76000.0
Python,76000.0
SQL,76000.0
Engineering Manager,152500.0
development team management,152500.0
workflow design,152500.0
collaboration,152500.0
product management,152500.0
AWS stack,152500.0
communication,152500.0
development skills,152500.0
software development,152500.0
frontend applications,152500.0
AGILE,152500.0
CICD,152500.0
RoR,152500.0
ReactJS,152500.0
Python,152500.0
AngularJS,152500.0
Cloud Application Development,152500.0
Postgres,152500.0
GitHub,152500.0
Containerized Computing,152500.0
Docker,152500.0
Kubernetes,152500.0
Git,152500.0
JavaScript,152500.0
jQuery,152500.0
CSS,152500.0
HTML5,152500.0
XML,152500.0
Web Services,152500.0
Microservice-based application architecture,152500.0
Python,225000.0
Data Engineering,225000.0
Financial Market Data,225000.0
Trading,225000.0
Quantitative Research,225000.0
Automation,225000.0
Data Wrangling,225000.0
Data Analysis,225000.0
Debugging,225000.0
ETL Pipelines,225000.0
financial modeling,60250.0
analytical skills,60250.0
data analysis,60250.0
SQL,60250.0
VBA,60250.0
Python,60250.0
R,60250.0
Excel,60250.0
pricing/valuation,60250.0
interpersonal skills,60250.0
C++,100320.0
Python,100320.0
scripting languages,100320.0
Bash,100320.0
DOS,100320.0
LDRA,100320.0
Whitebox,100320.0
Component Test,100320.0
System,100320.0
Hardware Software Integration Test,100320.0
Configuration Management,100320.0
Requirements management,100320.0
Code review,100320.0
Test artifact review,100320.0
risk assessment,100320.0
time estimation,100320.0
test automation frameworks,100320.0
data monitoring,100320.0
CAN,100320.0
PCAN,100320.0
RS232,100320.0
IDEs,100320.0
JIRA,100320.0
SVN,100320.0
DOORS,100320.0
automated testing,100320.0
unit testing,100320.0
functional testing,100320.0
behavioral testing,100320.0
integration testing,100320.0
component testing,100320.0
end-to-end testing,100320.0
Industrial Controller Experience,100320.0
CENELEC standards,100320.0
Python,150000.0
data science,150000.0
Pandas,150000.0
Jupyter,150000.0
LLMs,150000.0
Azure,150000.0
AI Engineer,150000.0
MI Engineer,150000.0
Machine Learning Engineer,150000.0
Artificial Intelligence Engineer,150000.0
model validation,187500.0
model performance monitoring,187500.0
model risk policies,187500.0
credit risk,187500.0
forecasting,187500.0
scorecard models,187500.0
independent testing,187500.0
model risk measurement,187500.0
financial risk modeling,187500.0
R,187500.0
Python,187500.0
SQL,187500.0
data analytics,78144.0
SQL,78144.0
SAS,78144.0
R,78144.0
Python,78144.0
structured data,78144.0
unstructured data,78144.0
dashboards,78144.0
projections,78144.0
models,78144.0
Java,90000.0
relational databases,90000.0
HTML,90000.0
CSS,90000.0
JavaScript,90000.0
SQL,90000.0
source control systems,90000.0
non-profit industry subject matter expertise,90000.0
online payment processing,90000.0
third-party APIs,90000.0
VMware,157000.0
PowerShell,157000.0
Python,157000.0
automation,157000.0
architecture,157000.0
issue resolution,157000.0
preventative maintenance,157000.0
upgrades,157000.0
VMware ESXi,157000.0
VMware Horizon,157000.0
automated testing,145500.0
test scripts,145500.0
industry-standard tools,145500.0
agile development,145500.0
508 compliance testing,145500.0
issue tracking systems,145500.0
regression testing,145500.0
testing processes,145500.0
communication skills,145500.0
Python programming language,145500.0
equity trading,129375.0
equity derivatives,129375.0
execution,129375.0
trade strategies,129375.0
risk management,129375.0
market analysis,129375.0
data analysis,129375.0
trading technology,129375.0
financial coding,129375.0
problem-solving,129375.0
Salesforce Tableau,102000.0
MicroStrategy,102000.0
Tableau Administration,102000.0
Infrastructure Engineering,102000.0
Data Connectivity,102000.0
Presentation Issues,102000.0
Performance Engineering,102000.0
Automation,102000.0
Python,102000.0
Agile Methodology,102000.0
data pipelines,163680.0
cloud environment,163680.0
AWS cloud,163680.0
Databricks,163680.0
SQL,163680.0
Python,163680.0
Spark,163680.0
data streams,163680.0
data lakes,163680.0
architectural best practices,163680.0
programming,81935.04
data organization,81935.04
data backup,81935.04
data storage,81935.04
hardware/software systems,81935.04
data collection,81935.04
data analysis,81935.04
electrophysiology,81935.04
neurophysiology,81935.04
memory games,81935.04
application security,194250.0
software development,194250.0
risk assessment,194250.0
security code review,194250.0
threat modeling,194250.0
security architecture reviews,194250.0
security automation,194250.0
programming language proficiency,194250.0
HIPAA,194250.0
PCI,194250.0
data analysis,68428.0
program evaluation,68428.0
data analytic software,68428.0
reporting,68428.0
communication skills,68428.0
relationship building,68428.0
planning,68428.0
project management,68428.0
equity,68428.0
quantitative and qualitative data analysis,68428.0
Python,133158.0
Software Engineering,133158.0
System Analysis,133158.0
Design,133158.0
Coding,133158.0
Testing,133158.0
Debugging,133158.0
Documentation,133158.0
Deployment,133158.0
Agile Methodology,133158.0
ETL testing,72969.0
SQL,72969.0
Python,72969.0
Azure,72969.0
Data Factory,72969.0
Data Bricks,72969.0
Azure Data Lake,72969.0
data analysis,72969.0
Agile projects,72969.0
communication skills,72969.0
Data Analyst,110000.0
analytical mind,110000.0
understanding data,110000.0
actionable insights,110000.0
complex queries,110000.0
datasets,110000.0
Snowflake,110000.0
SQL,110000.0
reports,110000.0
dashboards,110000.0
geochemistry,81500.0
hydrogeochemistry,81500.0
mining industry,81500.0
water quality,81500.0
geochemical modeling,81500.0
data management,81500.0
statistical tools,81500.0
report writing,81500.0
presentation skills,81500.0
field programs,81500.0
Back End Engineer,163595.52
responsive,163595.52
scalable solutions,163595.52
UI Architects,163595.52
security,163595.52
performance,163595.52
User Experience,163595.52
code reviews,163595.52
architecture reviews,163595.52
test suite strategy,163595.52
Laboratory Technician,50000.0
PCR,50000.0
library preparation,50000.0
NGS sequencing,50000.0
RNA seq,50000.0
organizational skills,50000.0
Microsoft Office,50000.0
verbal communication,50000.0
written communication,50000.0
laboratory records,50000.0
DNA/RNA extraction,50000.0
purification,50000.0
Electrophoresis,50000.0
Immunofluorescence,50000.0
Illumina library prep,50000.0
Data analysis software,50000.0
Excel,50000.0
R,50000.0
Python,50000.0
molecular biology,50000.0
biochemistry,50000.0
genetics,50000.0
microbiology,50000.0
Salesforce Developer,95700.0
full stack developer,95700.0
software development,95700.0
programming languages,95700.0
web development,95700.0
architectural approaches,95700.0
back-end and front-end languages,95700.0
complex problem solving,95700.0
Agile methodology,95700.0
automated testing,95700.0
Backend Software Engineer,125000.0
Python,125000.0
JavaScript,125000.0
Refactor code,125000.0
Automatic tests,125000.0
Data collection,125000.0
Data storage,125000.0
Data integration,125000.0
Technical communication,125000.0
Mentoring,125000.0
Scoping and design,125000.0
Applied mathematics,125000.0
Data processing,125000.0
Data Science,125000.0
Performance computing,125000.0
Referential databases,125000.0
Communication skills,125000.0
Interpersonal skills,125000.0
Wholesale electricity markets,125000.0
Linux administration,127500.0
clustered environments,127500.0
HPC environments,127500.0
networking technologies,127500.0
Infiniband,127500.0
RoCE,127500.0
iWarp,127500.0
Shell scripting,127500.0
Python scripting,127500.0
written communication skills,127500.0
oral communication skills,127500.0
data analytics,129000.0
data engineering,129000.0
ETL tools,129000.0
data warehouses,129000.0
SQL,129000.0
data visualization,129000.0
Excel,129000.0
Python,129000.0
measurement,129000.0
statistics,129000.0
Quantitative Developer,325000.0
Python,325000.0
Pandas,325000.0
Relational Databases,325000.0
REST API,325000.0
Financial Markets,325000.0
Analytical Skills,325000.0
Communication Skills,325000.0
Bloomberg Tools,325000.0
Factor Models,325000.0
Python development,125000.0
Docker,125000.0
AWS ECS,125000.0
AWS,125000.0
Python,125000.0
Pandas,125000.0
NumPy,125000.0
Pyspark,125000.0
Java,125000.0
Database,125000.0
cloud strategy,143190.0
cloud architecture,143190.0
IT infrastructure,143190.0
cloud systems,143190.0
security policies,143190.0
software features,143190.0
product bugs,143190.0
Linux/Windows administration,143190.0
automated deployments,143190.0
troubleshooting,143190.0
Systems Engineering,196900.0
CONOPS development,196900.0
system architecture,196900.0
subsystem design/analysis,196900.0
system/subsystem requirements,196900.0
interface requirements,196900.0
system integration,196900.0
test and/or verification,196900.0
technical planning,196900.0
verification and validation,196900.0
cost and risk analysis,196900.0
supportability and effectiveness analyses,196900.0
functional analysis,196900.0
timeline analysis,196900.0
detail trade studies,196900.0
requirements allocation,196900.0
interface definition studies,196900.0
requirements derivation and management,196900.0
DOORS,196900.0
Cameo,196900.0
test approaches,196900.0
data analysis,196900.0
signal processing,196900.0
descriptive modeling,196900.0
behavioral models,196900.0
C/C++,196900.0
Python,196900.0
MATLAB,196900.0
INCOSE Certification,196900.0
electromagnetic spectrum,196900.0
radar,196900.0
electronic warfare,196900.0
earned value management,196900.0
manufacturing,196900.0
Supply Chain Management,196900.0
R&D,59136.0
product development,59136.0
lifecyle management,59136.0
engineering lab,59136.0
test methods,59136.0
prototypes,59136.0
voice-of-customer (VOC) labs,59136.0
cross-functional collaboration,59136.0
SolidWorks,59136.0
Chemical Engineering,59136.0
Biomedical Engineering,59136.0
Chemistry,59136.0
R,59136.0
Python,59136.0
Tableau,59136.0
MATLAB,59136.0
AI/Machine Learning,59136.0
Data Analysis,59136.0
Data Visualization,59136.0
Image Processing,59136.0
analytical skills,59136.0
quantitative skills,59136.0
organization,59136.0
leadership skills,59136.0
communication skills,59136.0
Software Developer,65520.0
front-end software engineer,65520.0
front-end software design,65520.0
development,65520.0
engineering,65520.0
research,65520.0
evaluation,65520.0
deployment,65520.0
integration,65520.0
maintenance,65520.0
building efficient,65520.0
reusable front-end abstractions,65520.0
performance bottlenecks,65520.0
design and code reviews,65520.0
working with team members,65520.0
stakeholders,65520.0
end users,65520.0
incorporating innovations,65520.0
best practices for front-end engineering,65520.0
writing high-performance code,65520.0
user interface (UI) components,65520.0
performance debugging,65520.0
benchmarking,65520.0
developing rich applications,65520.0
VueJS framework,65520.0
HTML,65520.0
CSS,65520.0
JS,65520.0
working with Vuex,65520.0
Vue Router,65520.0
Vue CLI,65520.0
familiarity with RESTful APIs,65520.0
AJAX,65520.0
async programming,65520.0
scripting and programming languages,65520.0
Java,65520.0
Python,65520.0
JavaScript,65520.0
Shell Scripting,65520.0
Groovy,65520.0
version control systems,65520.0
git,65520.0
CI/CD tools,65520.0
Jenkins,65520.0
container orchestration platforms,65520.0
Docker,65520.0
writing and maintaining automated tests,65520.0
unit,65520.0
integration,65520.0
stress,65520.0
load,65520.0
Agile software development frameworks,65520.0
Scrum,65520.0
SAFe,65520.0
continuous integration,65520.0
continuous delivery practices,65520.0
Atlassian products,65520.0
Jira/Zephyr,65520.0
Confluence,65520.0
Fisheye,65520.0
active Secret clearance,65520.0
active Top Secret clearance,65520.0
agile and cross functional team environment,65520.0
analytical insights,65520.0
new technologies,65520.0
supporting law enforcement clients,65520.0
fast paced environment,65520.0
adaptability,65520.0
learning new methodologies and technologies,65520.0
working with teams across geographic bounds,65520.0
Amazon GameLift,211200.0
multiplayer game servers,211200.0
AWS services,211200.0
networking,211200.0
server architecture,211200.0
cloud-based environments,211200.0
scripting languages,211200.0
problem-solving,211200.0
communication,211200.0
game development engines,211200.0
Business Intelligence,69000.0
Tableau,69000.0
Data Analysis,69000.0
Data Visualization,69000.0
Statistical Methods,69000.0
Sales Analysis,69000.0
Marketing,69000.0
Data Modeling,69000.0
Data Warehousing,69000.0
Quality Assurance,69000.0
Data Analyst,64300.0
statistical models,64300.0
data findings,64300.0
automation,64300.0
machine learning,64300.0
technical frameworks,64300.0
Amazon Web Service,64300.0
Git,64300.0
data manipulation techniques,64300.0
computer science concepts,64300.0
Web Programmer,98208.0
PHP,98208.0
JavaScript,98208.0
Python,98208.0
Visual FoxPro,98208.0
database design,98208.0
database schema,98208.0
database query languages,98208.0
database tuning,98208.0
web-based development,98208.0
REST APIs,98208.0
JSON format,98208.0
technical documentation,98208.0
problem-solving,98208.0
project management,98208.0
data modeling,98208.0
relational database systems,98208.0
relational database security,98208.0
system testing,98208.0
web server maintenance,98208.0
external system integration,98208.0
project management,195360.0
software engineering,195360.0
problem solving,195360.0
troubleshooting,195360.0
design,195360.0
agile project cycle,195360.0
mentoring,195360.0
